ga_session_id,user_id,country,device,session_start,session_end,events_count,add_to_cart_count,begin_checkout_count,purchase_count,converted,session_duration_seconds,session_revenue
2315,17181,JP,mobile,2020-12-07 09:07:00,2020-12-07 09:20:00,84,84,0,0,False,780.0,0.0
2316,9102,NL,mobile,2020-12-07 17:49:00,2020-12-07 17:51:00,84,84,0,0,False,120.0,0.0
2317,15095,US,desktop,2020-12-06 21:12:00,2020-12-06 21:16:00,84,84,0,0,False,240.0,0.0
2318,18575,US,desktop,2020-12-06 16:37:00,2020-12-06 16:46:00,84,84,0,0,False,540.0,0.0
2319,19679,TW,desktop,2020-12-06 07:13:00,2020-12-06 07:16:00,84,84,0,0,False,180.0,0.0
2321,5372,US,mobile,2020-12-06 15:36:00,2020-12-06 15:46:00,84,84,0,0,False,600.0,0.0
2322,31540,BE,desktop,2021-01-30 08:50:00,2021-01-30 09:02:00,84,84,0,0,False,720.0,0.0
2323,24901,US,desktop,2021-01-19 08:11:00,2021-01-19 08:12:00,84,84,0,0,False,60.0,0.0
2324,6888,IN,desktop,2021-01-19 02:42:00,2021-01-19 02:51:00,84,84,0,0,False,540.0,0.0
2325,9311,CA,mobile,2020-12-19 08:57:00,2020-12-19 08:59:00,84,84,0,0,False,120.0,0.0
2326,23661,HR,mobile,2020-12-19 02:48:00,2020-12-19 02:52:00,84,84,0,0,False,240.0,0.0
2327,19863,US,desktop,2020-12-19 23:41:00,2020-12-20 00:06:00,84,84,0,0,False,1500.0,0.0
2328,269161,EE,desktop,2020-12-24 00:45:00,2020-12-24 00:47:00,84,84,0,0,False,120.0,0.0
2329,26373,IE,mobile,2020-12-24 15:13:00,2020-12-24 15:20:00,84,84,0,0,False,420.0,0.0
2330,1761,BR,mobile,2021-01-31 00:36:00,2021-01-31 00:38:00,84,84,0,0,False,120.0,0.0
2331,30631,SG,mobile,2021-01-31 07:49:00,2021-01-31 07:52:00,84,84,0,0,False,180.0,0.0
2332,16187,TH,mobile,2021-01-31 16:08:00,2021-01-31 16:19:00,84,84,0,0,False,660.0,0.0
2333,12616,CA,desktop,2021-01-31 13:22:00,2021-01-31 13:26:00,84,84,0,0,False,240.0,0.0
2334,5442,US,mobile,2021-01-31 17:02:00,2021-01-31 17:06:00,84,84,0,0,False,240.0,0.0
2335,20547,US,desktop,2020-12-17 12:15:00,2020-12-17 12:23:00,84,84,0,0,False,480.0,0.0
2336,20554,GB,desktop,2020-12-17 22:13:00,2020-12-17 22:15:00,84,84,0,0,False,120.0,0.0
2337,17001,US,desktop,2020-12-17 09:28:00,2020-12-17 09:41:00,84,84,0,0,False,780.0,0.0
2338,6242,IN,mobile,2020-12-17 17:55:00,2020-12-17 18:05:00,84,84,0,0,False,600.0,0.0
2339,29661,US,mobile,2020-12-17 00:47:00,2020-12-17 00:52:00,84,84,0,0,False,300.0,0.0
2340,16231,IT,mobile,2021-01-13 09:23:00,2021-01-13 09:37:00,84,84,0,0,False,840.0,0.0
2341,24122,TW,desktop,2020-12-02 12:07:00,2020-12-02 12:45:00,84,84,0,0,False,2280.0,0.0
2342,22,US,mobile,2020-12-02 16:48:00,2020-12-02 16:49:00,84,84,0,0,False,60.0,0.0
2343,20072,RU,mobile,2020-12-02 17:59:00,2020-12-02 18:03:00,84,84,0,0,False,240.0,0.0
2344,2534,US,mobile,2020-12-02 20:36:00,2020-12-02 20:40:00,84,84,0,0,False,240.0,0.0
2345,15160,US,desktop,2020-12-02 18:42:00,2020-12-02 18:44:00,84,84,0,0,False,120.0,0.0
2346,6208,TR,mobile,2020-12-02 04:32:00,2020-12-02 04:33:00,84,84,0,0,False,60.0,0.0
2347,26781,GB,mobile,2020-12-30 07:26:00,2020-12-30 07:31:00,84,84,0,0,False,300.0,0.0
2348,19470,CA,mobile,2020-12-30 17:08:00,2020-12-30 17:10:00,84,84,0,0,False,120.0,0.0
2349,3568,US,desktop,2021-01-09 18:18:00,2021-01-09 18:21:00,84,84,0,0,False,180.0,0.0
2350,28774,US,desktop,2021-01-09 10:09:00,2021-01-09 10:11:00,84,84,0,0,False,120.0,0.0
2351,1839,TR,mobile,2021-01-10 14:36:00,2021-01-10 14:37:00,84,84,0,0,False,60.0,0.0
2352,31944,US,mobile,2021-01-02 09:19:00,2021-01-02 09:23:00,84,84,0,0,False,240.0,0.0
2353,9407,DE,mobile,2020-12-25 19:29:00,2020-12-25 19:37:00,84,84,0,0,False,480.0,0.0
2354,25630,CN,desktop,2021-01-22 22:39:00,2021-01-22 22:50:00,84,84,0,0,False,660.0,0.0
2355,20201,US,desktop,2021-01-22 18:11:00,2021-01-22 18:12:00,84,84,0,0,False,60.0,0.0
2356,18391,SE,mobile,2021-01-26 06:25:00,2021-01-26 06:30:00,84,84,0,0,False,300.0,0.0
2357,11258,US,desktop,2021-01-26 07:10:00,2021-01-26 07:19:00,84,84,0,0,False,540.0,0.0
2358,4059,IN,desktop,2021-01-26 15:21:00,2021-01-26 15:24:00,84,84,0,0,False,180.0,0.0
2359,5909,US,desktop,2021-01-27 10:18:00,2021-01-27 10:22:00,84,84,0,0,False,240.0,0.0
2360,31153,US,mobile,2021-01-27 05:38:00,2021-01-27 05:46:00,84,84,0,0,False,480.0,0.0
2361,20280,TW,desktop,2021-01-27 09:50:00,2021-01-27 09:52:00,84,84,0,0,False,120.0,0.0
2362,4009,GB,desktop,2021-01-08 21:20:00,2021-01-08 21:29:00,84,84,0,0,False,540.0,0.0
2363,13873,US,desktop,2021-01-07 06:11:00,2021-01-07 06:13:00,84,84,0,0,False,120.0,0.0
2364,1634,US,desktop,2021-01-15 11:08:00,2021-01-15 11:29:00,84,84,0,0,False,1260.0,0.0
2365,28388,US,desktop,2021-01-15 16:32:00,2021-01-15 16:39:00,84,84,0,0,False,420.0,0.0
2366,28406,AE,desktop,2021-01-15 06:17:00,2021-01-15 06:22:00,84,84,0,0,False,300.0,0.0
2367,253660,GR,mobile,2020-11-29 02:29:00,2020-11-29 05:40:00,84,84,0,0,False,11460.0,0.0
2368,16376,US,mobile,2021-01-25 04:53:00,2021-01-25 04:56:00,84,84,0,0,False,180.0,0.0
2369,1904,CA,desktop,2020-12-20 19:25:00,2020-12-20 19:28:00,84,84,0,0,False,180.0,0.0
2370,19881,US,desktop,2020-12-20 16:28:00,2020-12-20 16:50:00,84,84,0,0,False,1320.0,0.0
2371,18361,US,desktop,2020-12-29 21:42:00,2020-12-29 21:48:00,84,84,0,0,False,360.0,0.0
2372,7016,CA,desktop,2020-12-23 12:40:00,2020-12-23 12:42:00,84,84,0,0,False,120.0,0.0
2373,28602,US,desktop,2020-12-23 15:36:00,2020-12-23 15:43:00,84,84,0,0,False,420.0,0.0
2374,16626,CA,desktop,2021-01-12 23:29:00,2021-01-12 23:30:00,84,84,0,0,False,60.0,0.0
2375,20311,US,mobile,2020-11-28 10:02:00,2020-11-28 10:08:00,84,84,0,0,False,360.0,0.0
2376,26428,IN,mobile,2020-11-28 03:23:00,2020-11-28 03:30:00,84,84,0,0,False,420.0,0.0
2377,3726,UA,desktop,2020-11-28 01:54:00,2020-11-28 01:58:00,84,84,0,0,False,240.0,0.0
2378,26992,US,desktop,2020-11-28 13:30:00,2020-11-28 13:36:00,84,84,0,0,False,360.0,0.0
2379,651,US,desktop,2020-12-22 22:42:00,2020-12-22 22:46:00,84,84,0,0,False,240.0,0.0
2380,15581,US,desktop,2020-12-22 08:58:00,2020-12-22 09:01:00,84,84,0,0,False,180.0,0.0
2381,26428,IN,mobile,2020-12-22 03:25:00,2020-12-22 03:26:00,84,84,0,0,False,60.0,0.0
2382,4833,CA,mobile,2020-12-22 07:42:00,2020-12-22 07:46:00,84,84,0,0,False,240.0,0.0
2383,1205,SG,mobile,2020-12-22 08:01:00,2020-12-22 08:04:00,84,84,0,0,False,180.0,0.0
2384,19933,CA,desktop,2021-01-21 16:24:00,2021-01-21 16:28:00,84,84,0,0,False,240.0,0.0
2385,23586,CN,mobile,2021-01-21 21:27:00,2021-01-21 22:26:00,84,84,0,0,False,3540.0,0.0
2386,3949,JP,mobile,2021-01-21 17:45:00,2021-01-21 18:02:00,84,84,0,0,False,1020.0,0.0
2387,12809,GB,mobile,2021-01-21 03:06:00,2021-01-21 03:10:00,84,84,0,0,False,240.0,0.0
2388,26018,AE,desktop,2021-01-20 15:43:00,2021-01-20 15:50:00,84,84,0,0,False,420.0,0.0
2389,30857,ES,desktop,2021-01-20 14:02:00,2021-01-20 14:06:00,84,84,0,0,False,240.0,0.0
2390,30885,US,mobile,2021-01-20 22:19:00,2021-01-20 23:20:00,84,84,0,0,False,3660.0,0.0
2391,29053,FR,mobile,2020-11-27 14:39:00,2020-11-27 14:40:00,84,84,0,0,False,60.0,0.0
2392,3925,US,desktop,2020-11-27 15:01:00,2020-11-27 15:07:00,84,84,0,0,False,360.0,0.0
2393,13260,US,mobile,2020-11-27 06:51:00,2020-11-27 06:54:00,84,84,0,0,False,180.0,0.0
2394,3100,DE,desktop,2020-12-14 04:00:00,2020-12-14 04:06:00,84,84,0,0,False,360.0,0.0
2395,24178,US,desktop,2020-12-14 19:47:00,2020-12-14 19:54:00,84,84,0,0,False,420.0,0.0
2396,7694,US,mobile,2020-12-14 21:50:00,2020-12-14 21:57:00,84,84,0,0,False,420.0,0.0
2397,10376,IN,mobile,2020-12-14 09:30:00,2020-12-14 09:32:00,84,84,0,0,False,120.0,0.0
2398,24933,IE,desktop,2020-12-10 12:27:00,2020-12-10 12:45:00,84,84,0,0,False,1080.0,0.0
2399,26540,US,desktop,2020-12-10 18:41:00,2020-12-10 18:53:00,84,84,0,0,False,720.0,0.0
2400,8595,US,mobile,2020-12-10 09:52:00,2020-12-10 09:54:00,84,84,0,0,False,120.0,0.0
2401,4166,GB,desktop,2020-12-10 16:16:00,2020-12-10 16:27:00,84,84,0,0,False,660.0,0.0
2402,9387,US,mobile,2020-12-01 19:47:00,2020-12-01 19:55:00,84,84,0,0,False,480.0,0.0
2403,17228,US,desktop,2020-12-08 08:40:00,2020-12-08 08:41:00,84,84,0,0,False,60.0,0.0
2404,29328,BD,mobile,2020-12-08 03:47:00,2020-12-08 03:48:00,84,84,0,0,False,60.0,0.0
2405,29328,BD,mobile,2020-12-08 22:37:00,2020-12-08 22:38:00,84,84,0,0,False,60.0,0.0
2406,25779,US,desktop,2020-12-08 23:38:00,2020-12-08 23:45:00,84,84,0,0,False,420.0,0.0
2407,12452,US,mobile,2020-12-08 19:07:00,2020-12-08 19:08:00,84,84,0,0,False,60.0,0.0
2408,30979,BD,desktop,2020-12-08 12:46:00,2020-12-08 12:53:00,84,84,0,0,False,420.0,0.0
2409,20841,US,mobile,2020-12-08 04:51:00,2020-12-08 05:05:00,84,84,0,0,False,840.0,0.0
2410,22848,RU,desktop,2020-12-11 05:45:00,2020-12-11 05:49:00,84,84,0,0,False,240.0,0.0
2411,1316,TN,desktop,2020-12-11 03:03:00,2020-12-11 03:08:00,84,84,0,0,False,300.0,0.0
2412,30210,SK,mobile,2020-12-11 14:57:00,2020-12-11 14:58:00,84,84,0,0,False,60.0,0.0
2413,3443,US,desktop,2020-12-16 13:08:00,2020-12-16 13:11:00,84,84,0,0,False,180.0,0.0
2414,462,ES,desktop,2020-12-16 18:22:00,2020-12-16 18:24:00,84,84,0,0,False,120.0,0.0
2415,3463,US,desktop,2020-12-16 11:26:00,2020-12-16 11:29:00,84,84,0,0,False,180.0,0.0
2416,3471,CA,mobile,2020-12-16 09:20:00,2020-12-16 09:28:00,84,84,0,0,False,480.0,0.0
2417,23155,US,desktop,2020-12-15 09:49:00,2020-12-15 10:16:00,84,84,0,0,False,1620.0,0.0
2418,8823,MX,desktop,2020-12-15 18:55:00,2020-12-15 18:58:00,84,84,0,0,False,180.0,0.0
2419,5208,US,desktop,2020-12-15 06:08:00,2020-12-15 06:10:00,84,84,0,0,False,120.0,0.0
2420,30436,CA,desktop,2020-12-15 08:52:00,2020-12-15 09:05:00,84,84,0,0,False,780.0,0.0
2421,19543,US,desktop,2020-12-15 11:47:00,2020-12-15 11:49:00,84,84,0,0,False,120.0,0.0
2422,26424,CA,desktop,2020-12-15 23:37:00,2020-12-15 23:39:00,84,84,0,0,False,120.0,0.0
2423,19578,US,desktop,2020-12-15 17:49:00,2020-12-15 17:52:00,84,84,0,0,False,180.0,0.0
2424,26603,IN,desktop,2020-12-12 15:36:00,2020-12-12 15:45:00,84,84,0,0,False,540.0,0.0
2425,15804,US,mobile,2020-12-12 05:55:00,2020-12-12 06:20:00,84,84,0,0,False,1500.0,0.0
2426,5016,US,desktop,2020-12-12 03:36:00,2020-12-12 03:50:00,84,84,0,0,False,840.0,0.0
2427,26627,US,desktop,2020-12-12 13:54:00,2020-12-12 13:57:00,84,84,0,0,False,180.0,0.0
2428,5041,US,mobile,2020-12-12 23:09:00,2020-12-12 23:18:00,84,84,0,0,False,540.0,0.0
2429,12238,PL,desktop,2020-12-15 02:58:00,2020-12-15 03:20:00,83,48,28,7,True,1320.0,83.0
2430,31444,US,mobile,2020-12-02 19:15:00,2020-12-02 19:32:00,83,60,18,5,True,1020.0,141.0
2431,13710,VN,desktop,2021-01-17 21:17:00,2021-01-17 21:28:00,83,72,9,2,True,660.0,29.0
2432,22860,CN,desktop,2020-12-10 17:51:00,2020-12-10 18:17:00,83,72,8,3,True,1560.0,54.0
2433,3006,CZ,desktop,2020-11-17 10:34:00,2020-11-17 10:47:00,83,79,0,4,True,780.0,19.0
2434,14360,DE,mobile,2020-12-18 21:06:00,2020-12-18 21:15:00,83,83,0,0,False,540.0,0.0
2435,21526,IQ,mobile,2021-01-09 20:15:00,2021-01-09 20:20:00,83,83,0,0,False,300.0,0.0
2436,23741,US,desktop,2020-12-25 00:46:00,2020-12-25 00:49:00,83,83,0,0,False,180.0,0.0
2437,4410,US,desktop,2021-01-05 10:20:00,2021-01-05 10:27:00,83,83,0,0,False,420.0,0.0
2438,13685,US,desktop,2020-12-08 02:38:00,2020-12-08 02:41:00,83,83,0,0,False,180.0,0.0
2439,26866,US,mobile,2020-12-15 12:39:00,2020-12-15 12:43:00,83,83,0,0,False,240.0,0.0
2441,4147,US,desktop,2020-12-09 13:02:00,2020-12-09 13:19:00,82,54,24,4,True,1020.0,47.0
2442,25817,CA,mobile,2020-12-09 13:25:00,2020-12-09 14:48:00,82,62,16,4,True,4980.0,38.0
2443,24140,CA,mobile,2020-12-02 22:46:00,2020-12-02 22:55:00,82,72,8,2,True,540.0,22.0
2444,6215,PK,desktop,2020-12-02 22:30:00,2020-12-02 22:47:00,82,72,8,2,True,1020.0,32.0
2445,18296,US,desktop,2020-11-26 00:11:00,2020-11-26 00:20:00,82,72,5,5,True,540.0,97.0
2446,3937,US,desktop,2020-12-19 04:54:00,2020-12-19 05:09:00,82,42,36,4,True,900.0,102.0
2447,29773,IN,desktop,2020-12-05 00:26:00,2020-12-05 00:36:00,82,72,8,2,True,600.0,134.0
2448,3553,CA,desktop,2020-12-18 22:06:00,2020-12-18 22:18:00,82,72,9,1,True,720.0,14.0
2449,4289,US,desktop,2020-12-06 11:44:00,2020-12-06 12:11:00,82,72,8,2,True,1620.0,178.0
2450,8069,CN,desktop,2020-12-21 01:43:00,2020-12-21 02:45:00,82,72,6,4,True,3720.0,92.0
2451,562,MY,mobile,2020-12-07 09:23:00,2020-12-07 09:34:00,82,58,16,8,True,660.0,67.0
2452,21876,TH,tablet,2020-11-26 03:41:00,2020-11-26 04:15:00,82,72,10,0,False,2040.0,0.0
2453,22042,US,desktop,2020-12-09 15:57:00,2020-12-09 16:33:00,82,60,22,0,False,2160.0,0.0
2454,15632,US,tablet,2020-12-08 20:23:00,2020-12-08 20:30:00,82,66,16,0,False,420.0,0.0
2455,22267,CO,mobile,2020-12-03 16:30:00,2020-12-03 16:35:00,82,72,10,0,False,300.0,0.0
2456,7951,US,mobile,2020-12-02 17:08:00,2020-12-02 17:21:00,82,72,10,0,False,780.0,0.0
2457,366,ID,desktop,2021-01-06 03:30:00,2021-01-06 03:44:00,82,82,0,0,False,840.0,0.0
2458,22101,US,mobile,2020-12-09 18:59:00,2020-12-09 19:03:00,82,82,0,0,False,240.0,0.0
2459,7703,US,mobile,2021-01-26 17:47:00,2021-01-26 17:57:00,82,82,0,0,False,600.0,0.0
2460,20507,CZ,mobile,2020-11-29 21:58:00,2020-11-29 22:01:00,82,82,0,0,False,180.0,0.0
2461,30804,TW,mobile,2021-01-25 17:26:00,2021-01-25 17:55:00,82,82,0,0,False,1740.0,0.0
2462,26906,MX,desktop,2021-01-16 09:52:00,2021-01-16 10:00:00,81,60,18,3,True,480.0,64.0
2463,29827,DK,desktop,2020-12-12 20:11:00,2020-12-12 20:18:00,81,72,6,3,True,420.0,32.0
2464,7804,CA,desktop,2020-12-12 03:07:00,2020-12-12 03:20:00,81,72,6,3,True,780.0,81.0
2465,8568,AU,mobile,2020-12-11 21:58:00,2020-12-11 22:53:00,81,60,18,3,True,3300.0,37.0
2466,22473,US,desktop,2020-12-05 08:27:00,2020-12-05 08:49:00,81,72,6,3,True,1320.0,39.0
2467,22260,CA,tablet,2020-12-05 14:45:00,2020-12-05 15:25:00,81,62,16,3,True,2400.0,78.0
2468,3394,US,desktop,2021-01-14 14:47:00,2021-01-14 14:56:00,81,60,18,3,True,540.0,25.0
2469,21247,US,desktop,2021-01-19 13:05:00,2021-01-19 13:27:00,81,60,18,3,True,1320.0,68.0
2470,13485,US,desktop,2020-12-13 10:17:00,2020-12-13 10:27:00,81,72,6,3,True,600.0,18.0
2471,6326,MO,desktop,2020-12-13 15:52:00,2020-12-13 16:05:00,81,60,18,3,True,780.0,39.0
2472,5868,US,mobile,2021-01-22 23:13:00,2021-01-22 23:31:00,81,60,18,3,True,1080.0,16.0
2473,11286,US,mobile,2021-01-22 09:41:00,2021-01-22 10:25:00,81,48,30,3,True,2640.0,84.0
2474,23359,MX,desktop,2020-12-17 10:21:00,2020-12-17 10:36:00,81,72,6,3,True,900.0,61.0
2475,17876,US,desktop,2020-12-16 12:29:00,2020-12-16 12:39:00,81,72,6,3,True,600.0,29.0
2476,7654,FR,desktop,2020-12-07 08:19:00,2020-12-07 08:38:00,81,72,6,3,True,1140.0,47.0
2477,26903,US,desktop,2021-01-16 14:37:00,2021-01-16 14:44:00,81,72,9,0,False,420.0,0.0
2478,22871,CA,desktop,2020-12-20 05:37:00,2020-12-20 05:56:00,81,0,81,0,False,1140.0,0.0
2479,21543,DE,desktop,2020-12-18 20:13:00,2020-12-18 20:16:00,81,72,9,0,False,180.0,0.0
2480,25403,MX,desktop,2020-12-28 10:30:00,2020-12-28 10:47:00,81,72,9,0,False,1020.0,0.0
2481,12072,US,desktop,2020-11-27 01:48:00,2020-11-27 02:07:00,81,72,9,0,False,1140.0,0.0
2482,12657,US,desktop,2021-01-11 18:25:00,2021-01-11 18:44:00,81,36,45,0,False,1140.0,0.0
2483,30923,AU,desktop,2020-12-19 14:50:00,2020-12-19 14:55:00,81,72,9,0,False,300.0,0.0
2485,18523,US,mobile,2020-12-09 07:36:00,2020-12-09 08:28:00,81,81,0,0,False,3120.0,0.0
2486,14456,US,desktop,2020-11-30 11:35:00,2020-11-30 11:51:00,81,81,0,0,False,960.0,0.0
2487,27813,TW,desktop,2020-12-02 18:58:00,2020-12-02 19:04:00,81,81,0,0,False,360.0,0.0
2488,15448,US,desktop,2021-01-28 21:24:00,2021-01-28 21:37:00,81,81,0,0,False,780.0,0.0
2489,4671,US,mobile,2021-01-28 15:28:00,2021-01-28 15:39:00,81,81,0,0,False,660.0,0.0
2490,2903,IN,desktop,2020-11-29 12:42:00,2020-11-29 12:54:00,80,72,4,4,True,720.0,78.0
2491,7317,IN,desktop,2020-11-29 18:01:00,2020-11-29 18:23:00,80,60,16,4,True,1320.0,21.0
2492,12453,US,desktop,2020-12-15 13:45:00,2020-12-15 14:07:00,80,60,16,4,True,1320.0,48.0
2493,15978,ES,desktop,2020-12-15 00:35:00,2020-12-15 01:29:00,80,65,10,5,True,3240.0,57.0
2494,25513,US,desktop,2020-11-26 06:19:00,2020-11-26 06:25:00,80,66,7,7,True,360.0,86.0
2495,11396,ES,desktop,2020-12-12 05:18:00,2020-12-12 05:25:00,80,74,4,2,True,420.0,58.0
2496,21682,CA,desktop,2020-11-30 09:15:00,2020-11-30 09:20:00,80,72,6,2,True,300.0,74.0
2497,86,US,mobile,2020-11-30 08:29:00,2020-11-30 08:58:00,80,60,16,4,True,1740.0,36.0
2498,27040,IN,mobile,2021-01-20 09:01:00,2021-01-20 09:16:00,80,0,72,8,True,900.0,108.0
2499,4172,UA,mobile,2020-12-10 07:36:00,2020-12-10 07:46:00,80,60,16,4,True,600.0,42.0
2500,30828,US,mobile,2021-01-13 20:46:00,2021-01-13 20:56:00,80,60,15,5,True,600.0,43.0
2501,5621,IN,mobile,2021-01-25 01:34:00,2021-01-25 01:45:00,80,60,15,5,True,660.0,13.0
2502,26431,HK,desktop,2020-12-19 14:48:00,2020-12-19 15:15:00,80,60,18,2,True,1620.0,43.0
2503,30058,EG,desktop,2020-12-22 06:39:00,2020-12-22 06:50:00,80,48,30,2,True,660.0,102.0
2504,9556,US,mobile,2021-01-14 15:10:00,2021-01-14 15:31:00,80,48,24,8,True,1260.0,492.0
2505,2219,FR,desktop,2021-01-22 06:22:00,2021-01-22 06:35:00,80,60,15,5,True,780.0,74.0
2506,5482,IN,mobile,2020-12-16 20:56:00,2020-12-16 21:09:00,80,67,10,3,True,780.0,98.0
2507,25966,US,mobile,2020-12-03 08:20:00,2020-12-03 08:34:00,80,60,16,4,True,840.0,91.0
2508,10291,US,mobile,2021-01-06 20:48:00,2021-01-06 21:06:00,80,74,6,0,False,1080.0,0.0
2509,10764,PH,desktop,2020-11-28 22:03:00,2020-11-28 22:49:00,80,72,8,0,False,2760.0,0.0
2510,4947,US,desktop,2020-12-11 08:29:00,2020-12-11 08:36:00,80,48,32,0,False,420.0,0.0
2511,8817,US,desktop,2020-12-15 18:32:00,2020-12-15 18:47:00,80,72,8,0,False,900.0,0.0
2512,29328,BD,mobile,2020-12-08 23:04:00,2020-12-09 00:03:00,80,48,32,0,False,3540.0,0.0
2513,8977,IN,desktop,2020-12-06 00:12:00,2020-12-06 00:40:00,80,60,20,0,False,1680.0,0.0
2514,24296,IN,mobile,2020-12-13 21:25:00,2020-12-13 21:29:00,80,72,8,0,False,240.0,0.0
2515,3725,ES,mobile,2020-11-30 17:42:00,2020-11-30 18:23:00,80,70,10,0,False,2460.0,0.0
2516,14560,US,desktop,2020-11-27 14:36:00,2020-11-27 14:40:00,80,72,8,0,False,240.0,0.0
2517,2067,KR,desktop,2020-12-04 21:08:00,2020-12-04 21:19:00,80,72,8,0,False,660.0,0.0
2518,22678,CA,mobile,2020-12-04 05:40:00,2020-12-04 05:51:00,80,72,8,0,False,660.0,0.0
2519,27773,IN,desktop,2020-12-02 03:32:00,2020-12-02 04:04:00,80,72,8,0,False,1920.0,0.0
2520,16534,IN,desktop,2020-12-02 06:11:00,2020-12-02 06:22:00,80,60,20,0,False,660.0,0.0
2521,16484,CA,desktop,2020-12-18 14:13:00,2020-12-18 14:28:00,80,80,0,0,False,900.0,0.0
2522,26909,HR,mobile,2021-01-16 06:26:00,2021-01-16 06:30:00,80,80,0,0,False,240.0,0.0
2523,16633,ID,desktop,2021-01-17 12:59:00,2021-01-17 13:11:00,80,80,0,0,False,720.0,0.0
2524,14522,US,mobile,2020-11-30 15:59:00,2020-11-30 16:07:00,80,80,0,0,False,480.0,0.0
2525,2670,US,desktop,2020-12-13 13:55:00,2020-12-13 14:01:00,80,80,0,0,False,360.0,0.0
2526,15569,US,mobile,2021-01-04 05:44:00,2021-01-04 05:54:00,79,54,24,1,True,600.0,13.0
2527,21163,ES,desktop,2021-01-15 19:32:00,2021-01-15 19:46:00,79,60,15,4,True,840.0,87.0
2528,3498,DE,mobile,2020-11-28 09:16:00,2020-11-28 09:35:00,79,66,7,6,True,1140.0,129.0
2529,29238,US,desktop,2020-11-28 02:21:00,2020-11-28 02:36:00,79,72,5,2,True,900.0,52.0
2530,888,TW,mobile,2020-12-05 03:28:00,2020-12-05 03:35:00,79,71,8,0,False,420.0,0.0
2531,28859,IN,mobile,2020-11-30 17:54:00,2020-11-30 18:08:00,79,49,30,0,False,840.0,0.0
2532,5597,DE,mobile,2021-01-25 08:44:00,2021-01-25 08:50:00,79,49,30,0,False,360.0,0.0
2533,11790,US,mobile,2020-12-05 06:37:00,2020-12-05 06:39:00,79,79,0,0,False,120.0,0.0
2534,16521,JP,mobile,2020-12-04 16:26:00,2020-12-04 16:30:00,79,79,0,0,False,240.0,0.0
2535,30643,IN,desktop,2021-01-30 02:57:00,2021-01-30 03:08:00,79,79,0,0,False,660.0,0.0
2536,6509,US,mobile,2021-01-19 02:10:00,2021-01-19 02:13:00,79,79,0,0,False,180.0,0.0
2537,25118,CA,desktop,2020-12-16 12:16:00,2020-12-16 12:20:00,79,79,0,0,False,240.0,0.0
2538,22119,CO,desktop,2020-12-09 04:04:00,2020-12-09 05:20:00,78,12,48,18,True,4560.0,360.0
2539,5730,US,desktop,2020-12-02 21:13:00,2020-12-02 21:40:00,78,60,12,6,True,1620.0,160.0
2540,66,NL,mobile,2020-11-26 19:45:00,2020-11-26 20:06:00,78,63,10,5,True,1260.0,81.0
2541,30160,IN,desktop,2020-12-11 13:47:00,2020-12-11 13:59:00,78,58,16,4,True,720.0,82.0
2542,24066,US,desktop,2020-12-10 05:38:00,2020-12-10 05:53:00,78,60,16,2,True,900.0,40.0
2543,29089,US,mobile,2020-12-23 03:21:00,2020-12-23 03:52:00,78,48,27,3,True,1860.0,74.0
2544,9863,IN,desktop,2020-12-18 08:12:00,2020-12-18 08:51:00,78,36,36,6,True,2340.0,63.0
2545,15574,US,tablet,2020-12-21 11:30:00,2020-12-21 11:33:00,78,0,72,6,True,180.0,91.0
2546,16984,JP,desktop,2020-12-17 09:24:00,2020-12-17 09:36:00,78,72,4,2,True,720.0,32.0
2547,4245,US,desktop,2020-12-14 12:09:00,2020-12-14 12:21:00,78,72,4,2,True,720.0,18.0
2548,22846,NL,desktop,2020-12-14 07:41:00,2020-12-14 07:46:00,78,48,24,6,True,300.0,183.0
2549,7876,US,mobile,2020-12-07 12:51:00,2020-12-07 12:58:00,78,72,4,2,True,420.0,46.0
2550,15328,SG,desktop,2020-11-27 16:00:00,2020-11-27 16:11:00,78,72,4,2,True,660.0,48.0
2551,31268,US,mobile,2020-11-27 11:39:00,2020-11-27 11:48:00,78,72,3,3,True,540.0,86.0
2552,5155,US,desktop,2020-12-30 19:36:00,2020-12-30 19:38:00,78,72,6,0,False,120.0,0.0
2553,8762,US,desktop,2020-12-30 09:36:00,2020-12-30 09:37:00,78,72,6,0,False,60.0,0.0
2554,31479,US,desktop,2020-12-18 16:05:00,2020-12-18 16:08:00,78,72,6,0,False,180.0,0.0
2555,1569,US,desktop,2020-12-18 06:42:00,2020-12-18 06:49:00,78,60,18,0,False,420.0,0.0
2556,9628,IN,desktop,2020-12-18 04:47:00,2020-12-18 04:52:00,78,72,6,0,False,300.0,0.0
2557,17622,US,desktop,2021-01-13 15:15:00,2021-01-13 15:23:00,78,72,6,0,False,480.0,0.0
2558,25388,FR,desktop,2021-01-13 05:25:00,2021-01-13 05:41:00,78,0,78,0,False,960.0,0.0
2559,17887,US,mobile,2020-12-16 12:22:00,2020-12-16 12:27:00,78,72,6,0,False,300.0,0.0
2560,11937,CA,mobile,2020-12-22 10:15:00,2020-12-22 10:29:00,78,72,6,0,False,840.0,0.0
2561,17781,LK,desktop,2020-12-23 13:38:00,2020-12-23 14:10:00,78,72,6,0,False,1920.0,0.0
2562,18352,KH,desktop,2021-01-08 17:23:00,2021-01-08 17:45:00,78,72,6,0,False,1320.0,0.0
